what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382382967
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522382383020
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382383064
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522382383078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382383112
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382384308
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382385399
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382388064
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1522382388746
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1522382389156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382479736
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382480896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382502542
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382507663
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1522382516571
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CView",1522382518403
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382523050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382536637
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522382538868
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.TaskList",1522382541390
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1522382541985
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1522382543644
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522382544965
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382548007
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382554056
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CView",1522382611474
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522382613187
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1522382614176
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CView",1522382615177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382620046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382623325
