what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1522382985726
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985730
error,log,,,"CPU architecture type not set. ",1522382985734
error,log,,,"CPU master group not set.",1522382985737
error,log,,,"SOPC design not set.",1522382985746
error,log,,,"CPU module not set.",1522382985749
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985752
error,log,,,"CPU architecture type not set. ",1522382985755
error,log,,,"CPU master group not set.",1522382985758
error,log,,,"SOPC design not set.",1522382985768
error,log,,,"CPU module not set.",1522382985772
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985775
error,log,,,"CPU architecture type not set. ",1522382985779
error,log,,,"CPU master group not set.",1522382985782
error,log,,,"SOPC design not set.",1522382985788
error,log,,,"CPU module not set.",1522382985792
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985795
error,log,,,"CPU architecture type not set. ",1522382985798
error,log,,,"SOPC design not set.",1522382985802
error,log,,,"CPU master group not set.",1522382985805
error,log,,,"Target must be configured before use",1522382985808
error,log,,,"CPU module not set.",1522382985812
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985818
error,log,,,"SOPC design not set.",1522382985822
error,log,,,"CPU architecture type not set. ",1522382985825
error,log,,,"CPU module not set.",1522382985829
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985832
error,log,,,"CPU master group not set.",1522382985836
error,log,,,"CPU architecture type not set. ",1522382985840
error,log,,,"CPU master group not set.",1522382985843
error,log,,,"SOPC design not set.",1522382985854
error,log,,,"CPU module not set.",1522382985857
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382985861
error,log,,,"CPU architecture type not set. ",1522382985865
error,log,,,"CPU master group not set.",1522382985868
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382985927
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382990066
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382991291
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382991803
error,log,,,"SOPC design not set.",1522382991836
error,log,,,"CPU module not set.",1522382991840
error,log,,,"Target must be configured before use",1522382991844
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382991848
error,log,,,"CPU architecture type not set. ",1522382991855
error,log,,,"CPU master group not set.",1522382991859
error,log,,,"SOPC design not set.",1522382991882
error,log,,,"CPU module not set.",1522382991885
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522382991889
error,log,,,"CPU architecture type not set. ",1522382991893
error,log,,,"CPU master group not set.",1522382991897
error,log,,,"Unable to open jtag uart",1522382992015
error,log,,,"Cannot initialize the Nios II Console view for use. Byte stream service may still be open by another process like 'nios2-terminal'.",1522382992019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522382992028
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1522383001677
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1522383002297
activated,view,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CView",1522383008223
error,log,,,"SOPC design not set.",1522383012392
error,log,,,"CPU module not set.",1522383012396
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522383012399
error,log,,,"CPU architecture type not set. ",1522383012403
error,log,,,"CPU master group not set.",1522383012406
error,log,,,"SOPC design not set.",1522383012420
error,log,,,"CPU module not set.",1522383012424
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522383012427
error,log,,,"CPU architecture type not set. ",1522383012431
error,log,,,"CPU master group not set.",1522383012434
error,log,,,"SOPC design not set.",1522383012441
error,log,,,"CPU module not set.",1522383012445
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522383012448
error,log,,,"CPU architecture type not set. ",1522383012451
error,log,,,"CPU master group not set.",1522383012454
error,log,,,"SOPC design not set.",1522383012461
error,log,,,"CPU module not set.",1522383012464
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1522383012467
error,log,,,"CPU architecture type not set. ",1522383012471
error,log,,,"CPU master group not set.",1522383012474
error,log,,,"SOPC design not set.",1522383012482
error,log,,,"CPU module not set.",1522383012486
